issn,eissn
00310328,17431301
,
00310387,
14789515,14789523
11782242,
02692163,1477030X
02533200,
01916122,
00310506,
00310514,
19378688,
03775119,
,
13196995,
02534177,
15371964,
18099009,
10649735,
08853177,
14243903,14243911
00310808,
1452595X,
12534404,
00310603,
0306252X,
00311049,18070205
14057425,
,
01499890,
00311081,
10928073,
09599266,
14715090,
02184540,
01401033,
03094227,
09557806,
09503420,
10488251,
14793989,
13580671,
10721223,
08983135,
02543494,
09586024,
00311197,
11809175,
00311138,
00030341,
19333684,
00311227,
02999781,
00311243,
04862902,
00804703,
0031126X,
10568190,14355957
0006128X,
00682462,
03430758,
1730802X,
00311294,
02102862,
00311340,
10110186,
00482897,
02597454,
00482897,
09574190,
03506614,
00311421,
00311448,
00311480,
03621596,
,
02648334,17500176
13534645,1460700X
10637192,
01678191,
01296264,
01916351,
00311758,
1252607X,17761042
01419838,13653024
17563305,
07177712,07177704
00311820,14698161
13835769,
09320113,14321955
01694758,
00482951,
00311847,
15295192,15327922
03136221,
03698300,
00312037,
,
07359462,10909966
13538020,
20420080,20908083
17686520,
00312290,14602482
02642824,
02606755,
00483028,
00312339,
00312355,
02588331,
08938121,
15653668,
17438977,
09340866,15214117
01762265,
02726351,15480046
16742001,
00312525,
13540688,
11200650,
00312746,
02643944,14680122
00312789,
10152008,14230291
10245359,
17558417,
,20760817
2049632X,
20477724,20477732
00312959,
00312967,
00312975,
00312983,1591951X
03698114,17683114
03698114,
00313025,
10413480,
02572761,
00790184,
10829784,
13205463,14401827
12194956,
03440338,
2042003X,
09284680,
14248832,14248840
11781653,
01957775,
0031305X,
15328880,
01902040,
07383991,
1177889X,
17549493,
10828672,
10979530,
16965981,
00313114,
00312991,
14337541,1433755X
00313203,
10546618,
01678655,
0031322X,14617331
00932213,
08940711,
07378939,
01919059,
08879672,
10549803,
10797440,
0161956X,15327930
10781919,15327949
10827307,
10792457,
10402659,14699982
1554480X,
13920340,
01650645,
14681366,
00313904,
11358831,
11397632,
17341531,
11354542,
03915387,
0391898X,
00313939,
15075532,
10455418,
09056157,13993038
09065784,16005562
10175989,
10935266,16155742
00904481,
08831874,
15455009,15455017
10929126,
01720643,14321971
15329798,15330664
00313955,
15297535,
09172394,18803997
01641263,
07368046,15251470
1399543X,13995448
07495161,15351815
15499650,15499669
15654753,
2081237X,
10926410,15577694
08998493,15432920
17455111,
08880018,15210669
17261708,
02779730,
08913668,
,
0931041X,1432198X
08878994,
02557975,
10162291,14230305
00979805,
20476310,
02770938,
10771042,
15227952,15234525
08985669,1538005X
87556863,10990496
1054187X,
03010449,14321998
13638491,14645270
2036749X,20367503
00313998,15300447
08829225,
15460096,
01790358,14379813
13973142,13993046
2151321X,21513228
,
00314005,
18759572,
0030932X,
01919601,15263347
13288067,1442200X
00314021,
,
12130494,18035264
10165142,
02113465,
04797876,
00314056,
00790419,
10020160,
21678359,
19366442,19366450
10694994,
17783712,
15463427,
00314439,
05535980,
15398684,
00314528,
00314587,
00314595,
00314749,
00314773,
13760963,17821479
14785315,1750208X
20413599,18717691
09681655,
10394788,
0092430X,
10405704,
01969781,
15177599,
03010066,14684233
00315117,15325962
00315125,1558688x
10382909,18360343
01852698,
01887653,
14776456,
14693011,
07423136,
22112669,
01665316,
15436160,
08985952,19378327
14678047,
13528165,
,
02676591,1477111X
14701804,
10899480,
1224984X,
09722408,
11386363,
00315303,
03037800,
03246000,
03246051,
14163837,
12160555,
03245853,
05536626,
03698963,
18060374,21790302
00315362,
10691502,
02774216,
10652418,
09066713,16000757
18752772,
15567931,
0173184X,
03321592,
02268787,
08968608,
10456740,10991530
16174909,
07480016,
13504126,14756811
01918869,
19328621,1932863X
01461672,
10888683,15327957
19492715,19492723
17410541,
14779757,17529182
00315826,
00483486,
00315850,
14139936,
,
17777852,
17081890,
1210762X,18034551
0907676X,17476623
08317445,
18710069,
00315982,15298795
08948054,
09282866,
02582236,
15594122,
01687069,
1177391X,
2211968X,
14338319,
00315990,
17579139,17579147
10755756,
22107622,
15310035,
00316016,
10640517,
15705854,15680258
15691500,15691497
08408750,
10457097,
15375927,
17456916,17456924
10636145,15309274
15386341,
,
13603108,14607018
14656493,14682516
01287680,
01287702,
15113701,
15741192,
0100204X,16783921
15176398,
15190501,19834632
15177491,
01017438,
0100736X,
15182398,
00316121,
13620452,
1526498X,
00483575,10959939
09561250,
0031613X,15264998
09703012,
00962147,
15568598,
00316229,
16221036,
01525425,
13377027,
09655441,
00316458,
0306395X,
01648322,
18763804,
07401817,
05538882,
13540793,
04802160,
1002106X,
00203076,
16725107,19958226
10916466,15322459
1362363X,
08695911,
01291122,
17931851,
15299074,
02986027,
03862763,
02588102,
03991253,
01777726,
14318857,
10125302,
09448918,
09451129,
00316768,14322013
0365267X,
13183362,
18604730,
09758216,
00316849,
00316857,
00316865,
09399488,
13880209,17445116
10780467,
03699471,18811345
16712838,
11396202,
0091150X,15739031
10837450,10979867
02738139,
15312135,
00791393,
00316873,
14631245,
11782595,14735679
02650673,
1071894X,
19453337,19453345
20468962,
10499156,
07248741,1573904X
19185561,
14615347,
13566881,
1735403X,
15391604,15391612
15432521,
01646826,
15342131,
09661719,
14248247,
13892827,2210495X
19994923,
00316911,
01676555,
18738982,
08670609,
03699579,
07689179,
22111042,
01657208,
11707690,
16123727,1868677X
15909158,
1695405X,
10538569,10991557
0960314X,
17446872,17446880
14622416,
11787066,
1470269X,14731150
09753575,
09731296,09764062
09748490,
09737847,09762787
17341140,
10436618,10961186
00316989,
00316997,15210081
00317012,14230313
01637258,
0306039X,
03625486,
03625478,
09019928,
09019936,
10604456,
00970115,
10288945,
00913057,
18278620,
03008533,
03634655,
07204280,
01763679,14390795
02770008,
17526752,
14608081,
15602214,14772701
,
00317047,
13581538,
01673157,
1448207X,
1885642X,18863655
10805737,
0886988X,
00030627,
09281231,1573739X
11054999,
10114386,
00317098,
10105409,
22134344,
0031711X,16167074
00317136,
00483664,16151003
20752164,20752504
16847075,
18142435,18142443
,
01411594,10290338
,
15687759,
00317217,
00317454,
05560071,
00483818,
01166069,
00317683,
,
03700267,
00317691,
00317705,
01154451,
00317837,
22441093,22441638
01655817,
00317918,
09451412,
01745980,
01199641,
12247448,22478442
00317969,
00317977,
00317985,
,1533628X
00483893,
22441875,
15398250,
15291634,
00318019,
00318027,
00318035,
12812463,
03798402,
13869795,17415918
01900536,14679205
14786435,
00318086,
01418610,
01418637,
13642812,
09500839,13623036
05568641,19968523
09515089,1465394X
00318094,14679213
00318116,
02762080,
1364503X,14712962
09628436,
02941805,
16344561,
16173473,
00318159,18687261
00318183,
00318191,
10672478,
22105433,22105441
18711774,
10903771,14727242
01900013,1086329X
00318205,19331592
00483915,10884963
00318213,15272079
01914537,
17479991,
00318221,
00318248,
00483931,
00318256,
17475341,
10716076,10863303
0939978X,
00318280,
0340305X,
02683555,14333031
12860107,
00318299,
00318388,14230321
09526757,14698188
00318426,
10426507,15635325
,
22135979,
1474905X,14749092
05563860,
00318655,
01089684,
09054383,16000781
15721000,
00318671,
00318663,
00991112,
0031868X,
14328364,
00318760,
17540763,
17514517,
15495418,
1387974X,
16749251,21907439
21930643,21930643
15694410,15694429
20802242,
07311230,
01668595,15735079
03003604,15739058
14738325,
00318868,15685284
08581088,
00318884,
13220829,14401835
15191397,
05562805,
14602733,
00318914,
03784371,
09214526,
03784363,
09214534,
01672789,
13869477,
11201797,
00318949,
00318957,
18626254,18626270
18626300,18626319
00318965,1521396X
03701972,15213951
18626351,16101642
0893388X,
11143800,
02703181,15413152
01942638,15413144
14783967,14783975
14639076,14639084
18744907,
17408989,17425786
02723646,
10479651,
10299599,
09285105,
0031899X,
10941622,
10980121,
01631829,
05562813,1089490X
15507998,
05562821,
1063651X,
15393755,
00319007,10797114
10984402,
15549178,
21603308,
14786478,14786486
00319023,
1466853X,15329321
00913847,
08982759,
15287378,
10790349,
10363831,
01371282,
00319090,
17533562,
00319104,
03421791,14322021
14747065,
00791946,
14641895,
14641909,
14641917,
00319112,
00319120,
08361398,
00319155,
14226944,14226960
03054624,
00319163,18732410
03759601,
03702693,
10637788,1562692X
10706631,10897666
00319171,
08998221,
08998213,
15710645,
02043467,
,
0031918X,
10637796,
15474771,15318567
1070664X,10897674
22126864,
00319201,
10637834,10906460
1541308X,1934807X
03701573,
20902220,20902239
01430394,
00319228,
10637869,14684780
09538585,
07341520,
09406689,
00319287,
03699463,
00319317,13993054
15222152,
08855765,
00319325,
07486642,
03076962,13653032
10948341,15312267
09673334,
00484059,
00905046,
08628408,
00319333,15221210
0031935X,
00319376,
15489213,15489221
00319384,
09715894,
17350581,
00319406,
03000508,
09540741,
02666154,
22130683,22130691
13582267,
02191091,
09593985,
01037331,18094481
00319414,
09580344,10991565
00319422,
18743900,
15687767,
0340269X,
13142011,13142003
09723293,
09447113,
00319449,
00319457,
00792047,
03342123,
00319481,
00319465,15932095
0031949X,
00319511,
11793155,11793163
16248597,17652847
16286847,
0951418X,10991573
00788228,
02139251,15788830
03699420,
17551471,1755148X
08935785,16000749
14360179,
01611364,
10464352,
1093670X,
00320005,
10798765,
00320145,
01484443,
00320188,
03083098,
14709252,
14713101,
0032020X,
03732568,
00320293,
1386341X,15737403
17518040,17518059
01434004,
07310455,
00320447,
09611371,
00320544,
14792605,
00320633,
18808247,
13430874,
03076857,
00012610,
,
10407340,
15480755,
16756215,
00320714,
02665433,14664518
02697459,13600583
01119435,
14730952,
14649357,1470000X
00320781,14719053
0032079X,15735036
09725210,
14358603,
11263504,
13424580,13476114
14677644,14677652
18635466,18635474
01799541,14390523
07302207,
10404651,1532298X
09722025,
18611370,18611362
07217714,1432203X
01676857,15735044
01912917,
13850237,15735052
17550874,17551668
20323913,20323921
00320838,
0032082X,
09219668,15739104
,23524073
14792621,
19403372,
01676903,15735087
09607412,1365313X
17464811,
01674412,15735028
07359640,
18360661,18363644
00320862,13653059
18125387,18125425
18125387,18125425
00320889,15322548
09819428,
02543591,
04120922,
1343943X,13491008
0577750X,
08152195,
12122580,
21947953,21947961
18816754,
01689452,
03044211,
15592316,
22801855,
0913557X,14421984
03782697,16156110
18173721,
09523863,
01407791,13653040
12141178,
02784513,
00320935,14322048
01008358,
00320943,14390221
12547670,
18806821,
02724324,15728986
10519998,10267735
19475764,19475772
00321028,
07413335,13616587
1063780X,
16128850,16128869
10090630,
09630252,13616595
02786222,
10840184,
0147619X,10959890
15571955,
00321052,
10751270,
00968501,
07415206,15501841
05542901,
03094561,
01446045,
03079422,
03079414,
00919578,
00321257,
00321273,
1464391X,
14658011,
09598111,
09537104,13691635
18365132,
00321397,
03603164,
00321400,14710676
15449173,15457885
15555887,
1553734X,15537358
21573999,
15537390,15537404
15491277,15491676
19352727,19352735
19326203,
15537366,15537374
00484474,
03525503,
03700380,
19307365,19446489
19341482,
17575036,
17540410,
17540429,
00308129,
02720965,15700747
16135636,16136055
20672993,
09348387,14388790
1105848X,
03244229,
01331728,
08677077,
03764761,
00334073,
22249893,22261869
13335286,
15431789,
19474644,17546095
03034178,
0304422X,
03335372,
00322024,
00322032,
00322156,
00322202,
12260282,
1226072X,
12107182,
16156609,16156617
1533029X,15330303
03354997,
07224060,14322056
13446231,
1088937X,
02738457,
00322474,14753057
08000395,
18739652,
10816976,15552934
00322490,
15614263,
10986111,
01412949,
03080242,
1363951X,
17524512,17524520
10439463,
00484717,
03910474,
00982067,
,
,19442866
03055736,14708442
14773996,14774003
14494035,
,
,
14782103,
01465945,
00322687,15730891
01442872,14701006
0190292X,15410072
02784416,
15271544,15527468
03511871,
01041428,
00322725,
03700747,
0142257X,
11209488,
12308013,
16418190,
08670730,
08670749,
03248763,
15079791,
15098117,18994741
01375083,
15052249,
12301485,
12300322,
15064794,
03248534,
20817452,
14254689,
17331331,
16439953,
08606536,
08678383,
12339687,
12306002,16890302
03010244,
1733134X,
00792985,
15051773,
12332585,
00913340,
03010236,
01380338,
08677905,
00792993,16417844
12311413,
07183399,
11209496,
14051060,
11308001,19883129
10471987,14764989
01909320,15736687
10584609,10917675
09626298,
02609827,
01988719,
0162895X,14679221
00323179,1467923X
10659129,
00323187,
00323195,1538165X
00323217,14679248
14789299,14789302
1462317X,
00905917,
00323233,
02633957,14679256
1743923X,17439248
15555623,
,17550483
00323292,
07309384,14715457
1470594X,
02589346,14701014
02447827,
00323470,
02952319,19538286
13921681,
00323497,17441684
13307142,
03700291,
17881994,
00323632,
00323640,
02578050,
18982115,
1644115X,16444493
14269686,
0032373X,
15075540,
08601089,
01377183,
00323756,
00323764,
00323772,
00793647,
10406638,15635333
09430083,
02775387,
00323861,
03602559,15256111
01700839,14362449
17599954,17599962
02636476,
02728397,15480569
01413910,
00323888,15482634
09667822,
09598103,10970126
00323896,
0379153X,
0032390X,
11819510,
00323918,
01442880,
07357931,
10543414,
09695990,
15583724,15583716
0965545X,
15600904,
18112382,
19954212,19954220
00323950,
01429418,
,20734360
09673911,
10427147,10991581
20412479,20451377
1357731X,
15280268,17431735
13320718,
0032423X,
10108246,
,
15405702,15405710
02611430,14740095
03007766,
00324663,
00987921,17284457
01990039,
01847783,
10846786,
0032468X,
10114793,
14383896,1438390X
02235706,
02565331,
02523639,
19427891,19427905
14787954,
00324701,
00484849,
08910049,
00934488,
0091925X,
01975838,
07339135,
01675923,15737829
0032471X,
00324728,14774747
0082805X,
07492448,
03074463,
15448444,
,
05515343,
00324795,
02674823,
16977467,
15312542,15307131
01665766,
05547555,
03772802,
08721904,
00325155,
02675315,
1617982X,
1476413X,
10571515,
00484911,
10679847,15278271
,
10830650,
15232883,
13851292,15729281
02692333,
00325287,
13688790,14661888
14631377,
00325422,
1642395X,
00794252,
12302813,
08606161,
17349338,
00325473,14690756
00325481,
09255214,
20405960,20405979
00794236,17458137
10531920,
1060586X,
10605851,
10889388,
09708235,
00143065,
09262601,1572929X
13380230,13370960
00325791,
01520768,21010390
02073528,
08976627,
08857156,
09347348,
00325899,
10681302,15739066
00325910,
00325929,
15402800,
1367191X,
00325961,
09503366,
09501487,
10003673,
16121287,
1570145X,
00326070,
08850259,
01991884,
17320747,
03038157,
16874757,16874765
,
,
0033409X,
01737937,14391058
14342308,
08669465,
12108960,
00834343,
02084589,
03011658,
03249875,
12303100,
03249670,
00842869,
0324962X,
03249492,
03249395,
08675325,
00842893,
00326291,
00326313,
09121870,
00326305,
14051168,
15317714,
14786575,
0266447X,
13578170,1528252X
02774208,
18745075,
18746942,
14747758,14747766
11816058,
10422722,
15346846,
18798500,
1756073X,
09503153,17424909
14759861,
09536612,
1090025X,
10840680,
15363937,
12992518,
00326518,
1133682X,
10182101,
09290907,15699943
18789714,18789722
12100455,
12146994,
00794848,16130804
03176282,
00794872,
00326739,
03027600,
0032678X,
0032681X,
03044289,
12797960,
07581882,
18787762,
17674417,
17649137,
17667305,
12691763,
09750533,
18616755,18616763
0937552X,
03698394,
16618157,16618165
00327034,
00327069,
00327077,
0171791X,
09411046,
14329190,
03427498,
03019268,
00105325,
13852256,15731618
10686037,
01416359,
22107789,
1049023X,
10903127,15450066
03930157,
13598635,
01973851,10970223
0032745X,
00327484,
10826068,15322297
87502224,
00327611,
11677422,
10547460,15313263
10909931,
21952965,
00327786,
07554982,
01943243,
15451151,
15732088,
10797998,
02703114,15407330
13894986,15736695
1520037X,
00917435,10960260
22113355,
22871098,22878602
01675877,
03939960,
03901033,
00328154,
00328162,
07435088,
05551099,
00328235,
00328243,
03513254,
13300644,
00954543,
17468841,
17565138,17565146
10968954,15363740
15235998,
17519918,
14764717,14764709
13552570,
14714418,14751534
1068607X,
13557610,
20501684,
14771128,
10826319,
08986207,
00328332,
03511189,
10511970,
,
08675392,
08675392,18081711
15692582,
14713063,
17467179,
21685266,
15342115,
10968520,
19386206,
02658305,
08849862,
19395442,
15436527,
02748096,
0032860X,
10468595,
00201766,
15227898,
13509829,
19336896,1933690X
,19893469
00328855,
10750592,
1330187X,
0743345X,
02668920,
02084147,
02699648,14698951
15495787,
01788051,14322064
02645505,17413079
08341494,
1355185X,
18671306,18671314
03017036,
04783522,
02047209,
02047543,
03239179,
03239357,
13921126,
17277051,
08894698,
07398328,15395928
16829344,
10611991,
00329436,
02049155,
00329460,16083253
10758216,
18956912,
03759660,
00329509,
05522080,
12349496,
02357119,
03032264,
05552923,
0556171X,
23048336,
0869866X,
01311611,
00329533,
17282993,
10280979,
09214771,16134079
1877282X,
10918280,
1531605X,
,
04312155,
,
,
,
,
,
03078361,
00203483,
,
1747650X,17476518
17514223,17514231
17514304,17514312
17476526,17476534
,
00973157,
00997250,
00029939,10886826
0003049X,
0003049X,
15463222,19435665
03061396,
00667374,14679264
15508390,
1081650X,
00847224,
0006324X,
1059986X,
00681202,
03084922,
09651454,
15407489,
,
,
00130915,14643839
00138797,
17366046,
17366038,
14060132,
09599800,
03554651,
00167878,
00180130,
00189219,
03700089,
02534126,
02534134,
02534142,
03700046,
14761548,
14761556,
00203262,
03078353,
14784637,17517664
0965089X,
17550777,17550785
14784629,17517680
13532618,
17550750,
17417597,
09650903,
09650911,
0965092X,
17550793,17550807
14724561,
09650946,
00203270,
14750902,
09576509,
09544054,
09544062,
09544070,
09544089,
09544097,
09544100,
09544119,
13506501,
14644193,
14644207,
17403499,20413092
1748006X,17480078
02637138,
02637146,
02651904,
09596518,
17439213,17439221
15228681,
,
15987264,
03862194,
03862208,13492896
1407009X,
0370047X,
00246115,1460244X
03698203,22501762
03698211,22501746
00278424,10916490
02556588,
02556596,
00296651,14752719
08845891,
03772969,
09530932,
00358991,20090048
00358983,
13645021,14712946
09628452,
00359157,
0080469X,
00359211,
00361496,
00379727,
10466789,
07341768,
0092699X,
00815438,
00838969,
00440604,
11355948,19897553
13595113,
09243089,
07483236,
03701859,
15724409,
09575820,17443598
10668527,15475913
09218610,
18206131,24061034
01036513,
00329754,
00329762,
08978336,
00329843,
10591478,
00329851,
01461737,
09446524,
00329878,
09537287,13665871
09900632,11525428
18688519,
00329940,
00329959,
03701565,
01220977,
13866710,16992407
1138414X,
09644156,
19328087,
19415257,
09536639,
10636579,
00330124,14679272
02668130,
00736937,
16120485,
03084205,
07357028,
00990027,
00330205,
19319592,
10407480,
02759632,
18715125,
01045687,
00330337,
00981559,
03617688,16083261
01323474,
11667087,
1761676X,
03045013,15781453
03760421,
1786335X,
00796034,
08915784,
0099037X,
10003282,
00964174,
00796107,
09210423,
00796123,
00330620,15328643
08897204,
10872957,
1005281X,
03617742,
0340255X,
15570541,1557055X
14684349,17415233
01463535,
09608974,
14649934,1477027X
0071786X,
10704698,
19376472,
19378718,
19376480,
19378726,
03601285,
10567151,
00796255,
00796263,
03060632,
09552235,
09596380,
00796336,
03091325,14770288
15640655,
14768917,14788764
00796352,
13498614,13498606
17458862,
01637827,
1060913X,
00796417,
00796425,
00796468,
05028205,
00796484,
18771173,
10020071,
03010082,
00796492,
13677543,
03647722,
02785846,
17482321,
01491970,
00796565,
00796603,
11298723,
00796611,
00796638,
03009440,
17237785,
09699260,
10611452,
01466410,
10589813,
14643456,
10627995,
03091333,
03059006,
00796700,
05554241,
00796727,
00796743,
14686783,1471406X
14222140,
13509462,
02784327,
02667320,
14777606,
00796786,
13650556,
12293008,
00796816,
00796832,
21917043,
02664852,
22961887,
03066746,
,20503911
0033068X,13474081
03759687,
18965644,
11298758,
00330752,
00330779,
02688867,
10587454,
87569728,
07621000,
16405382,
13334395,
00331031,
03535320,
08109028,14701030
03912698,22811044
0294037X,
10253823,
00331155,
08697019,
02729601,
13119109,
00331260,
03407462,
07213115,15214087
02637472,
01440357,
00331538,
03940802,
00906980,
01614630,
10988823,
09523278,
02621746,
02704137,10970045
13657852,
22878882,2287903X
10955100,15251411
03093646,
13300652,
15910067,
,
03784339,
00331732,1608327X
1674800X,16748018
09298665,
02692139,
17410126,
10465928,10960279
15723887,
10703667,
18713025,
09618368,
08873585,10970134
14775956,
16159853,16159861
18628346,
11786418,
19352824,
08896348,
14344610,
0033183X,16156102
00331856,
08880352,
07160917,07176279
00332526,
00332097,
00332100,
18955770,
00332135,
00332143,
00332151,
18969666,
00332240,
00332259,
16438876,
00332283,
00332291,
0137723X,
17318645,
20811128,
00332496,
00308269,
10490965,15375935
0393361X,
01035665,
1824078X,
11329483,
17210321,19725167
01027182,
1135755X,21740526
14137372,
14138557,
01036564,
01027972,16787153
01023772,
02112159,15768597
16967240,
11261072,
03942864,
02149915,
00485705,
13320742,
03503186,
02059592,
01047787,
02108348,
16398319,
1039723X,
00332623,
00332615,16877438
17329841,
0033264X,
03535053,
03701956,
00332658,
02377896,
16446313,
00332674,
00332666,
00485713,
09556036,14721473
0193953X,
09558829,
08857717,
07028466,
00332720,15736709
1095158X,
10752730,
08932905,
12117579,
0079726X,
0767399X,
11052333,
03034259,1439989X
09343008,
17583209,17583217
00332747,
15505952,15555194
14761793,
13231316,14401819
00332771,
0033278X,
17383684,
01651781,
09254927,
19395949,
13218719,
17207525,
03407845,
14608235,1755201X
10575723,
08857830,
10481885,
07351690,
1551806X,21636958
07369735,
02668734,14749734
00332828,
00332836,
15228878,
00797308,
00797308,
08896313,
13533339,
14753634,14753626
21622590,21622604
17322642,
13463500,14798301
00332852,
00332879,
10403590,
00332909,
1938971X,19389728
1047840X,15327965
00485748,
00332917,14698978
1082989X,
00332925,15563030
00332933,
00332941,1558691x
03400727,14302772
0033295X,
09567976,14679280
15291006,
15411559,
19429681,
14202530,
18731791,18768741
17601703,
00332984,
0342183X,
00333026,
00333042,
09528229,
10887156,
08827974,
09713336,
00333077,
08870446,
07426046,15206793
19843054,19833288
14760835,20448341
19419899,19419902
20746857,
00333085,15206807
14757257,
0893164X,
19313896,1931390X
12342238,
00797421,
15249220,
03057356,17413087
19411022,
14690292,
21520828,2152081X
03616843,14716402
11791578,
00333107,
1068316X,
13548506,14653966
10768971,
00333123,
16119991,
03064530,
10699384,
00333131,
17783798,1778381X
10579249,10991611
02544962,1423033X
19369255,
00333158,
16068181,20705670
00485764,
09316795,
03760162,
01798456,
09446877,
09465146,
00485772,14698986
17522439,17522447
11320559,21734712
00333174,15347796
00333182,15457206
18628818,
02394170,
09356185,14322080
03028984,
0251737X,
00333204,
00333190,14230348
07317158,
10503307,14684381
07159684,12452092
10550143,
21711976,19899386
07170297,
1097721X,
0030834X,
09334807,
00333298,14679299
02712075,
10870091,
00333352,15406210
08870373,
14655187,
02751100,
00485829,15737101
08992363,15278018
03513564,
00485853,
10911421,
00333506,14765616
03005925,
17549973,17549981
09445587,
16624246,16628063
14651505,
07371209,15251446
13689800,14752727
00333549,
03010422,
00333557,
01616846,15411540
14719037,
09540962,14679302
0033362X,15375331
15667170,15737098
15309576,
00910260,
09520767,17494192
17445396,
20657285,20658958
03638111,
00333735,
10849483,
15228959,
16137159,1866749X
1016796X,
09636625,
00333840,
1087724X,
02147378,
02141493,
02700611,
01492640,
00046264,
,
00333883,
,
01372440,
,
01380117,
01380125,
01380141,
,
03501302,0522828X
00738301,
13467271,
14486083,
00046280,15383873
09593683,17496284
0138015X,
00345318,
03538893,
00781193,
08976007,
10483055,
15589641,
10538801,19364792
00485950,
07380658,
01456652,
15760316,
20901836,20901844
09520600,
10945539,15229629
00334081,
03164004,
1370754X,
08986886,
07481608,
,
07380917,
13596128,
0033426X,
01414283,
14624745,
01924311,
00334545,
00334553,14209136
00798169,
15588599,15588602
09639659,
15739538,15739546
0975024X,
09746013,9751602
10122346,22237895
09455566,
09355901,
,
02538253,
10014322,
1000680X,
10015884,
10028587,
10069798,
10000054,
14602725,14602393
07477384,
1611020X,15213838
20391374,
00334928,
15902595,
03935930,
02268043,
11222654,
03930645,
0300175X,
11202467,
03016307,
00334987,17241901
11385790,
02115557,
11422785,17604826
00149527,15700690
0137477X,
16073606,
00335053,19341504
00335134,
03773205,
10497323,
10778004,
13522752,
10520147,
14687941,
11766093,
14780887,14780895
19398441,
14439883,14480980
14733250,
01620436,15737837
17338077,
15755460,
2159676X,21596778
03609936,
15822559,
00335177,15737845
07488017,10991638
14753898,
10529411,15210677
17578361,1757837X
0885713X,
09684883,
10406166,
10878378,10991786
03062856,
13577336,
,
08982112,15324222
09593268,
14717794,
09638172,
13538322,14701081
14791072,14791064
13351745,1338984X
10638628,
10686967,
09629343,15732649
0033524X,
00975990,
16843703,
13528769,
17597323,17597331
14697688,14697696
17686733,
15707156,
09318771,
13555111,
10637818,14684799
15337146,
15700755,
1663487X,1664073X
09509526,
03059421,
03757471,
00965448,
00335479,
10983708,19364806
00335525,
00335533,15314650
04812085,
14709236,
03702901,
17470218,17470226
02724987,14640740
02724995,14641321
00335568,
00498599,
00335606,14643847
00335614,
00335622,
11250135,
18244785,18271936
03702979,
15540626,15540634
00335630,
00335649,
00358738,
00359009,1477870X
0033569X,
00339008,
00335770,15397718
10629769,
10509208,
00967114,
00969230,
00970107,
,
0096543X,
00335835,14698994
00092681,
15612848,
11422904,
17711150,
18711014,
10406182,
01432826,
00335894,10960287
04182642,
02773791,
01379798,
08289999,
20459807,20459815
03010821,
00336041,
09298592,
00336297,15432750
02108054,
07745524,17831709
15427730,15427749
02570130,15729443
01914588,
11392436,
01004042,
15797414,
00336572,
03292665,18512879
00486493,
01855093,
02579669,
00336807,14679310
03738868,
20734859,
0360067X,
03063968,
18671756,18671748
10909524,
13613324,1470109X
03703657,
0301634X,14322099
00337560,
01464604,
00916722,
00337579,
10420150,
13504487,
02882043,
1748717X,
10657541,
22341900,22343164
0969806X,
01465724,
01448420,
00337587,
08698031,
01636545,15341453
0300211X,
00337722,
00337889,
14764504,20401388
00486604,
1065609X,
15694860,
00338176,
00338192,
00338222,
10663622,
00799483,
00338230,
07352727,
12102512,
02715333,15271323
10788174,
00338281,
00338303,
00338338,1578178X
01003984,
03766748,
00338346,
0485893X,
00338362,18266983
03907759,
00338389,
00338397,
00338400,
18650333,18650341
07203322,
10691286,15477770
00338419,15271315
13182099,
01987097,
14614650,
00338443,15739120
00338451,
10242651,16623940
00338486,
00338494,
,
01678140,
01654322,
03511693,
13300474,
13312758,
00338575,
0353295X,18490344
15294900,
15164136,
00347590,
18859089,
02172445,
00208442,
00338826,
03708004,
01416049,
03735346,
09883754,1290385X
03990559,12903868
12911941,19506708
13824090,
0048671X,
07416261,
04839420,
09266364,
10429832,
09712070,
15507424,
10369872,
01900528,
10068740,
09514198,10970231
13552546,
10010521,
20363605,
02751607,
09741496,
02350106,
13316745,
00339423,
03706249,
00339563,
00339636,
00339652,
04817931,
03900495,
11211717,22408053
04860349,
03927156,
00339873,
00340006,14679329
09521917,
00317020,
10434631,
00340111,
03496287,
03035212,
03907740,
02220776,
14792915,
1462138X,
,
02797720,
01331736,15882837
18785190,
13815148,
09231137,
01676989,
01687336,
09224777,15730905
10573569,15210693
10961232,
02702711,15210685
08860246,
00340553,
00340561,
01471937,
10808620,15406229
00935107,
04860993,
10772014,1096116X
09226443,15731383
16240693,
07655290,
11646756,
09583440,
03762122,
23520973,23520965
00799920,
03635872,
0738422X,
15748928,
1574891X,
18747647,
18722083,
15748901,
18744788,
15748898,
18744796,
18722156,
18722113,
22131116,22131132
18744761,
18722148,
18722121,
18761429,
1872213X,
18744648,18744656
1874477X,
18776132,
18722105,
22102965,22102973
00799963,
00800015,
00341193,
10528040,
10878475,
10606823,
07618980,
00341223,
02972964,
09881824,
22575405,
03184137,
00341258,
13707493,17831717
07704518,
21106460,
03991989,
09866124,
07690886,19552416
07242247,
16194993,
09379819,14345196
0167644X,
18334946,
00800260,
09565698,
13076167,
00671975,
,
1575605X,
01650513,
01856340,
10519831,
,
10966323,
00341967,
03704327,
22132317,
13510002,
12656534,
,
10949054,
02763877,
00907324,
12448168,
08858144,
15276538,
14623943,
00342971,
08626901,
14710846,
13152378,
13574175,17520738
14622459,17431727
1042962X,
00343102,
10834877,15739139
15224678,
03341402,
