'title','issn','eissn','2008_typ','2008_punkty','2009_typ','2009_punkty','2010_typ','2010_punkty','2011_typ','2011_punkty','2012_typ','2012_punkty','2013_typ','2013_punkty','2014_typ','2014_punkty'
'Recherches en didactique des mathématiques','0246-9367','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Recherches Germaniques','0399-1989','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Recherches Husserliennes','1377-9613','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Recherches linguistiques de Vincennes','0986-6124','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Recherches Sémiotiques – Semiotic Inquiry','0229-8651','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Recherches sur Diderot et sur l’encyclopédie','0769-0886','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Recherches sur la philosophie et le langage','0754-331X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Recherches sur le français parlé','0224-0041','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Rechtsfilosofie & Rechtstheorie','0165-0831','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Rechtsgeschichte','1619-4993','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Rechtstheorie','0034-1398','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Reflexe','0862-6901','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Reformation and Renaissance Review','1462-2459','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Réforme, Humanisme, Renaissance','1771-1347','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Reinardus','0925-4757','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Relicta. Archeologie, Monumenten- en Landschapsonderzoek in Vlaanderen','1783-6425','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Relieve','1134-4032','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religio. Revue pro religionistiku','1210-3640','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religiologiques : sciences humaines et religion','1180-0135','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religion','0048-721X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religion, State & Society','0963-7494','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religionspädagogische Beiträge','0173-0339','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religionsvidenskabeligt Tidsskrift','0108-1993','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religious Education','0034-4087','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religious Studies','0034-4125','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Religiovedenie - Study of Religion','2072-8662','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Renaissance and Modern Studies','0486-3720','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Renaissance and Reformation / Renaissance et Réforme','0034-429X','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Renaissance Drama','0486-3739','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Renaissance Forum. An electronic journal of early modern literary and historical studies','1362-1149','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Renaissance Quarterly','0034-4338','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Renaissance Studies','0269-1213','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Renascence: Essays on Values in Literature','0034-4346','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Rendiconti della Accademia di archeologia, lettere et belle arti di Napoli','0393-2931','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Renleixue Xuebao (former title: Acta Anthropologica Sinica)','1000-3193','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Repères','1157-1330','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Repères. Recherche en didactique du français langue maternelle','0755-7817','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Report of the department of Antiquities, Cyprus','0070-2374','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Reports on Mathematical Logic','0137-2904','','','5','','5','A','9','C','12','C','12','C','10','A','15'
'Res Historica','2082-6060','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Res Publica. Revista de Filosofía Política','1576-4184','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Res Publica: A Journal of Moral, Legal and Social Philosophy','1356-4765','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Res: Anthropology and Aesthetics','0277-1322','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Research in Language','1731-7533','','','4','','4','A','6','C','10','C','10','C','10','C','10'
'Research & Practice for Persons with Severe Disabilities','1540-7969','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Research in African Literatures','0034-5210','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Research in Drama Education','1470-112X','','','0','','0','','0','','0','','0','C','10','C','10'
'Research in Economic History','0363-3268','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Research in Phenomenology','0085-5553','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Research in Post-Compulsory Education','1359-6748','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Research on Language and Computation','1570-7075','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Research Studies in Music Education','1321-103X','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Resources for American Literary Study','0048-7384','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Restoration: Studies in English Literary Culture, 1660-1700','0162-9905','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Rethinking History: The Journal of Theory and Practice','1364-2529','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Review of Archaeology (The)','1050-4877','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Review of Armenian Studies','1303-5304','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Review of Cognitive Linguistics','1572-0268','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Review of Education, Pedagogy & Cultural Studies','1071-4413','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Review of Rabbinic Judaism','1568-4857','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Review of Scottish Culture','0267-6834','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Review: Latin American Literature and Arts','0890-5762','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Reviews in Anthropology','0093-8157','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Revija fotografija','1408-3566','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista alicantina de estudios ingleses','0214-4808','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Brasileira de literatura comparada','0103-6963','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Canadiense de Estudios Hispánicos','0384-8167','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Canaria de Estudios Ingleses','0211-5913','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Catalana de teología','0210-5551','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Chilena de Literatura','0048-7651','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Complutense de Historia de América','1132-8312','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Revista da Faculdade de Letras - Ciências e Técnicas do Património (Porto)','1645-4936','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista da faculdade de letras da Universidade de Porto. Línguas e literaturas','0871-1682','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista da faculdade de letras. Série de história','0871-164X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista da faculdade de letras. Universidade de Lisboa','0870-6336','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista da universidade de Aveiro. Letras','0870-1547','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de antropología social (Madrid)','1131-558X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de ciencias de la educación','0210-9581','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de complutense de la educación','1130-2496','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Critica Literaria Latinoamericana','0252-8843','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Demografía Histórica','1696-702X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Dialectología y Tradiciones Populares','0034-7981','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista de educação','0871-3928','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Estudios Latinos','1578-7486','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Etnografie si Folclor','0034-8198','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Filología Alemana','1133-0406','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de filologia Española','0210-9174','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista de Filología Románica','0212-999X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Filosofía','0034-8244','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de historia actual','1697-3305','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Historia de la Psicología','0211-0040','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de historia Jerónimo Zurita','0214-0993','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de historia moderna','0212-5862','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de historiografia','1850-6550','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de História da Arte e Arqueologia','1413-0874','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de História da Sociedade e da Cultura','1645-2259','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de História das Ideias','0870-0958','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de História Económica e Social (Lisboa)','0870-6077','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Indias','0034-8341','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista de lexicografía','1134-4539','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Linguistica y Lenguas Aplicadas','1886-2438','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Literatura','0034-849X','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista de Literatura medieval','1130-3611','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Revista de Llengua i Dret','0212-5056','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Musicología','0210-1459','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista de Occidente','0034-8635','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista de Poética Medieval','1137-8905','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Electrónica Complutense de Investigación en Educación Musical','1698-7454','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Española de Antropología Americana','0556-6533','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Española de Educación Comparada (REEC)','1137-8654','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Española de Lingüística','0210-1874','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Española de orientación y psicopedagogia','1139-7853','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Española de teologia','0210-7112','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Europea de Estudios Latinoamericanos y del Caribe','0924-0608','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Iberoamericana','0034-9631','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista internacional de filosofía política','1132-9432','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista internacional de língua Portuguesa','0872-2587','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista internacional de lingüística Iberoamericana','1579-9425','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Istorica','1018-0443','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista lusitana','0870-0206','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista portuguesa de arqueologia','0874-2782','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Portuguesa de educação','0871-9187','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Portuguesa de Filologia','0870-4139','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Portuguesa de Filosofia','0870-5283','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Portuguesa de história','0870-4147','','','0','','0','','0','C','12','C','12','C','10','C','10'
'Revista Portuguesa de Musicologia','0871-9705','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revista Portuguesa de Pedagogia','0870-418X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revue africaine de théologie','1016-2461','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revue archéologique','0035-0737','','','0','','0','','0','C','14','C','14','C','10','C','10'
'Revue archéologique de l'Est','1266-7706','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revue archéologique de l'Ouest','0767-709X','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revue Archéologique de Picardie','0752-5656','','','0','','0','','0','C','10','C','10','C','10','C','10'
'Revue archéologique du Centre de la France','1951-6207','','','0','','0','','0','C','10','C','10','C','10','C','10'
